word,slot1_count,slot2_count,slot3_count,slot4_count,slot5_count,slot6_count,slot7_count,slot8_count,dev_count,eval_count,slot1_rate_per10k,slot2_rate_per10k,slot3_rate_per10k,slot4_rate_per10k,slot5_rate_per10k,slot6_rate_per10k,slot7_rate_per10k,slot8_rate_per10k,dev_rate_per10k,eval_rate_per10k
certbot,0,4,15,0,0,0,4,8,0,0,0.00,6.03,17.96,0.00,0.00,0.00,3.55,9.91,0.00,0.00
requires,5,0,1,8,0,2,9,5,2,0,6.84,0.00,1.20,14.06,0.00,2.59,7.99,6.19,0.88,0.00
appuser,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
python,8,28,12,28,3,49,25,21,0,0,10.95,42.23,14.37,49.22,4.97,63.41,22.19,26.02,0.00,0.00
bypass,4,2,20,0,3,0,18,5,0,0,5.47,3.02,23.95,0.00,4.97,0.00,15.98,6.19,0.00,0.00
orthotics,0,0,0,0,0,0,0,0,28,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.29,0.00
plot,1,2,0,0,7,4,0,0,2,0,1.37,3.02,0.00,0.00,11.59,5.18,0.00,0.00,0.88,0.00
num,0,3,0,0,0,15,0,4,0,0,0.00,4.52,0.00,0.00,0.00,19.41,0.00,4.96,0.00,0.00
auth,0,0,5,1,0,0,15,6,0,0,0.00,0.00,5.99,1.76,0.00,0.00,13.32,7.43,0.00,0.00
anomalies,9,0,0,6,3,2,4,2,0,0,12.32,0.00,0.00,10.55,4.97,2.59,3.55,2.48,0.00,0.00
timeline,2,6,12,0,3,4,0,4,0,0,2.74,9.05,14.37,0.00,4.97,5.18,0.00,4.96,0.00,0.00
tf-idf,6,0,0,6,9,6,0,0,0,0,8.21,0.00,0.00,10.55,14.90,7.76,0.00,0.00,0.00,0.00
dockerfile,0,0,10,0,0,5,8,4,0,0,0.00,0.00,11.98,0.00,0.00,6.47,7.10,4.96,0.00,0.00
script,13,14,28,4,9,0,31,2,5,0,17.79,21.12,33.53,7.03,14.90,0.00,27.52,2.48,2.19,0.00
endpoints,5,5,12,0,1,0,4,14,0,0,6.84,7.54,14.37,0.00,1.66,0.00,3.55,17.34,0.00,0.00
nums,0,28,0,33,0,61,0,13,0,0,0.00,42.23,0.00,58.01,0.00,78.94,0.00,16.11,0.00,0.00
pool,0,0,12,1,1,4,4,0,0,0,0.00,0.00,14.37,1.76,1.66,5.18,3.55,0.00,0.00,0.00
pii,10,2,3,1,1,0,2,5,0,0,13.69,3.02,3.59,1.76,1.66,0.00,1.78,6.19,0.00,0.00
kubernetes,4,4,14,0,0,4,14,8,0,0,5.47,6.03,16.77,0.00,0.00,5.18,12.43,9.91,0.00,0.00
implement,5,6,9,8,3,12,8,5,0,0,6.84,9.05,10.78,14.06,4.97,15.53,7.10,6.19,0.00,0.00
transfer,10,0,4,1,1,4,2,0,2,0,13.69,0.00,4.79,1.76,1.66,5.18,1.78,0.00,0.88,0.00
reversed,0,0,0,7,0,1,0,0,0,0,0.00,0.00,0.00,12.30,0.00,1.29,0.00,0.00,0.00,0.00
helm,0,8,0,0,0,4,0,20,0,0,0.00,12.07,0.00,0.00,0.00,5.18,0.00,24.78,0.00,0.00
handles,2,0,2,10,1,4,16,4,0,0,2.74,0.00,2.40,17.58,1.66,5.18,14.20,4.96,0.00,0.00
dns,0,4,10,0,1,0,4,12,0,0,0.00,6.03,11.98,0.00,1.66,0.00,3.55,14.87,0.00,0.00
stream,0,0,0,0,2,13,1,1,0,0,0.00,0.00,0.00,0.00,3.31,16.82,0.89,1.24,0.00,0.00
json,1,1,11,2,1,1,20,6,0,0,1.37,1.51,13.17,3.52,1.66,1.29,17.76,7.43,0.00,0.00
validation,0,0,1,3,8,9,29,18,0,0,0.00,0.00,1.20,5.27,13.24,11.65,25.75,22.30,0.00,0.00
scaler,0,0,0,0,0,0,13,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00
gin,0,0,0,0,0,9,0,1,0,0,0.00,0.00,0.00,0.00,0.00,11.65,0.00,1.24,0.00,0.00
http,3,0,9,1,1,2,15,1,0,0,4.11,0.00,10.78,1.76,1.66,2.59,13.32,1.24,0.00,0.00
csr,8,12,8,0,0,12,12,20,0,0,10.95,18.10,9.58,0.00,0.00,15.53,10.65,24.78,0.00,0.00
redirect,0,0,0,0,0,0,12,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,10.65,0.00,0.00,0.00
tickets,1,0,0,11,0,2,0,1,0,0,1.37,0.00,0.00,19.34,0.00,2.59,0.00,1.24,0.00,0.00
accounts,12,1,1,3,2,0,1,2,4,0,16.42,1.51,1.20,5.27,3.31,0.00,0.89,2.48,1.76,0.00
postgresql,8,4,9,0,8,26,4,5,0,0,10.95,6.03,10.78,0.00,13.24,33.65,3.55,6.19,0.00,0.00
overhead,1,0,0,11,2,3,7,0,0,0,1.37,0.00,0.00,19.34,3.31,3.88,6.21,0.00,0.00,0.00
baseline,1,0,8,7,3,3,0,0,0,0,1.37,0.00,9.58,12.30,4.97,3.88,0.00,0.00,0.00,0.00
implicit,0,0,0,6,0,4,0,5,0,0,0.00,0.00,0.00,10.55,0.00,5.18,0.00,6.19,0.00,0.00
blue,1,0,1,0,0,0,28,1,0,0,1.37,0.00,1.20,0.00,0.00,0.00,24.86,1.24,0.00,0.00
neural,4,0,0,8,3,3,0,1,0,0,5.47,0.00,0.00,14.06,4.97,3.88,0.00,1.24,0.00,0.00
kafka,0,0,0,0,0,0,12,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,10.65,4.96,0.00,0.00
application,20,14,14,3,1,12,12,10,2,0,27.37,21.12,16.77,5.27,1.66,15.53,10.65,12.39,0.88,0.00
verification,10,3,4,3,6,0,5,2,0,0,13.69,4.52,4.79,5.27,9.93,0.00,4.44,2.48,0.00,0.00
palette,9,0,0,0,0,0,0,0,0,0,12.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
array,1,1,0,4,0,14,0,4,0,0,1.37,1.51,0.00,7.03,0.00,18.12,0.00,4.96,0.00,0.00
payload,5,2,1,2,2,10,7,7,0,0,6.84,3.02,1.20,3.52,3.31,12.94,6.21,8.67,0.00,0.00
regex,4,0,8,7,2,4,0,0,0,0,5.47,0.00,9.58,12.30,3.31,5.18,0.00,0.00,0.00,0.00
playbook,2,0,0,0,6,4,0,4,0,0,2.74,0.00,0.00,0.00,9.93,5.18,0.00,4.96,0.00,0.00
docstring,2,5,0,5,0,17,0,5,0,0,2.74,7.54,0.00,8.79,0.00,22.00,0.00,6.19,0.00,0.00
rna,16,0,12,0,0,8,0,0,0,0,21.90,0.00,14.37,0.00,0.00,10.35,0.00,0.00,0.00,0.00
alert,8,4,13,0,0,12,2,8,0,0,10.95,6.03,15.57,0.00,0.00,15.53,1.78,9.91,0.00,0.00
preset,0,0,0,20,0,0,5,0,0,0,0.00,0.00,0.00,35.16,0.00,0.00,4.44,0.00,0.00,0.00
synthetic,3,2,2,7,3,0,2,0,0,0,4.11,3.02,2.40,12.30,4.97,0.00,1.78,0.00,0.00,0.00
buffer,13,0,6,1,1,16,8,1,0,0,17.79,0.00,7.19,1.76,1.66,20.71,7.10,1.24,0.00,0.00
deserialization,0,0,0,0,5,0,0,0,0,0,0.00,0.00,0.00,0.00,8.28,0.00,0.00,0.00,0.00,0.00
duplicate,1,0,0,0,0,5,0,9,0,0,1.37,0.00,0.00,0.00,0.00,6.47,0.00,11.15,0.00,0.00
deploy,0,0,10,1,1,4,8,28,0,0,0.00,0.00,11.98,1.76,1.66,5.18,7.10,34.69,0.00,0.00
xgboost,0,0,0,11,0,0,0,0,0,0,0.00,0.00,0.00,19.34,0.00,0.00,0.00,0.00,0.00,0.00
openssl,12,20,24,0,0,16,8,16,0,0,16.42,30.17,28.74,0.00,0.00,20.71,7.10,19.82,0.00,0.00
securestore,0,0,0,0,0,0,6,8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.33,9.91,0.00,0.00
fasttext,0,0,0,11,6,4,0,2,0,0,0.00,0.00,0.00,19.34,9.93,5.18,0.00,2.48,0.00,0.00
yolov,0,0,0,0,0,6,0,15,0,0,0.00,0.00,0.00,0.00,0.00,7.76,0.00,18.58,0.00,0.00
notification,9,4,14,0,0,4,0,4,0,0,12.32,6.03,16.77,0.00,0.00,5.18,0.00,4.96,0.00,0.00
cdna,0,0,12,0,0,0,0,0,0,0,0.00,0.00,14.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tier,1,0,4,0,0,3,21,0,0,0,1.37,0.00,4.79,0.00,0.00,3.88,18.64,0.00,0.00,0.00
invoices,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blockchain,0,10,0,0,10,0,0,0,0,0,0.00,15.08,0.00,0.00,16.55,0.00,0.00,0.00,0.00,0.00
fernet,5,0,0,4,4,0,17,0,0,0,6.84,0.00,0.00,7.03,6.62,0.00,15.09,0.00,0.00,0.00
notebook,0,7,0,0,6,0,0,0,0,0,0.00,10.56,0.00,0.00,9.93,0.00,0.00,0.00,0.00,0.00
systemctl,4,8,4,0,0,4,4,8,0,0,5.47,12.07,4.79,0.00,0.00,5.18,3.55,9.91,0.00,0.00
len,0,10,1,32,0,36,2,12,0,0,0.00,15.08,1.20,56.25,0.00,46.59,1.78,14.87,0.00,0.00
authorization,2,0,2,0,1,0,16,0,0,0,2.74,0.00,2.40,0.00,1.66,0.00,14.20,0.00,0.00,0.00
backup,17,1,11,1,4,4,1,16,0,0,23.27,1.51,13.17,1.76,6.62,5.18,0.89,19.82,0.00,0.00
y-axis,9,0,0,0,0,0,0,0,0,0,12.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
csp,0,0,5,0,0,0,17,0,0,0,0.00,0.00,5.99,0.00,0.00,0.00,15.09,0.00,0.00,0.00
post-migration,0,8,8,0,0,0,0,4,0,0,0.00,12.07,9.58,0.00,0.00,0.00,0.00,4.96,0.00,0.00
subarray,0,9,0,0,0,0,0,0,0,0,0.00,13.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
few-shot,0,0,0,0,0,13,0,0,0,0,0.00,0.00,0.00,0.00,0.00,16.82,0.00,0.00,0.00,0.00
backfill,0,12,0,0,0,0,4,0,0,0,0.00,18.10,0.00,0.00,0.00,0.00,3.55,0.00,0.00,0.00
connections,0,3,0,0,0,12,0,0,0,0,0.00,4.52,0.00,0.00,0.00,15.53,0.00,0.00,0.00,0.00
certs,0,12,0,0,1,0,1,0,0,0,0.00,18.10,0.00,0.00,1.66,0.00,0.89,0.00,0.00,0.00
eks,0,20,8,0,0,0,0,0,0,0,0.00,30.17,9.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unreachable,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
hash,0,9,5,0,13,3,11,7,0,0,0.00,13.57,5.99,0.00,21.52,3.88,9.77,8.67,0.00,0.00
add-on,0,20,0,0,0,0,0,0,0,0,0.00,30.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
distinct,2,0,0,2,1,10,0,0,0,0,2.74,0.00,0.00,3.52,1.66,12.94,0.00,0.00,0.00,0.00
pkce,0,0,3,0,0,0,13,0,0,0,0.00,0.00,3.59,0.00,0.00,0.00,11.54,0.00,0.00,0.00
probabilities,0,0,0,6,0,0,0,0,0,0,0.00,0.00,0.00,10.55,0.00,0.00,0.00,0.00,0.00,0.00
seconds,9,4,2,5,1,8,20,0,0,0,12.32,6.03,2.40,8.79,1.66,10.35,17.76,0.00,0.00,0.00
credentials,9,2,9,1,7,4,9,0,0,0,12.32,3.02,10.78,1.76,11.59,5.18,7.99,0.00,0.00,0.00
kubernetes-version,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
enables,4,5,9,2,2,0,4,0,1,0,5.47,7.54,10.78,3.52,3.31,0.00,3.55,0.00,0.44,0.00
custom,6,0,1,2,0,0,13,4,0,0,8.21,0.00,1.20,3.52,0.00,0.00,11.54,4.96,0.00,0.00
outline,0,1,4,0,4,4,19,5,0,0,0.00,1.51,4.79,0.00,6.62,5.18,16.87,6.19,0.00,0.00
deployment,0,10,22,0,1,14,24,2,0,0,0.00,15.08,26.35,0.00,1.66,18.12,21.31,2.48,0.00,0.00
license,3,0,1,0,6,0,5,0,0,0,4.11,0.00,1.20,0.00,9.93,0.00,4.44,0.00,0.00,0.00
optional,25,22,10,37,10,46,0,14,2,0,34.22,33.18,11.98,65.04,16.55,59.53,0.00,17.34,0.88,0.00
retraining,4,0,0,8,3,2,1,0,0,0,5.47,0.00,0.00,14.06,4.97,2.59,0.89,0.00,0.00,0.00
persistence,5,0,7,0,6,0,0,0,0,0,6.84,0.00,8.38,0.00,9.93,0.00,0.00,0.00,0.00,0.00
log,1,15,58,1,5,19,12,18,0,0,1.37,22.62,69.46,1.76,8.28,24.59,10.65,22.30,0.00,0.00
mbps,0,0,0,9,0,0,4,0,0,0,0.00,0.00,0.00,15.82,0.00,0.00,3.55,0.00,0.00,0.00
tokens,7,0,5,7,1,0,6,4,0,0,9.58,0.00,5.99,12.30,1.66,0.00,5.33,4.96,0.00,0.00
read-only,0,0,16,0,0,0,7,6,0,0,0.00,0.00,19.16,0.00,0.00,0.00,6.21,7.43,0.00,0.00
intersection,0,0,0,8,0,0,0,0,0,0,0.00,0.00,0.00,14.06,0.00,0.00,0.00,0.00,0.00,0.00
numbered,12,0,22,0,0,14,14,17,0,0,16.42,0.00,26.35,0.00,0.00,18.12,12.43,21.06,0.00,0.00
github,10,0,0,0,0,0,0,3,0,0,13.69,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.00,0.00
vpc,12,4,0,0,0,0,1,0,0,0,16.42,6.03,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00
cpu,20,0,0,34,6,25,29,2,0,0,27.37,0.00,0.00,59.76,9.93,32.35,25.75,2.48,0.00,0.00
pem,8,16,4,0,0,0,8,4,0,0,10.95,24.13,4.79,0.00,0.00,0.00,7.10,4.96,0.00,0.00
watermark,0,0,0,0,0,12,0,0,0,0,0.00,0.00,0.00,0.00,0.00,15.53,0.00,0.00,0.00,0.00
metrics,5,0,6,2,2,15,12,9,0,0,6.84,0.00,7.19,3.52,3.31,19.41,10.65,11.15,0.00,0.00
files,8,9,4,7,8,4,20,1,1,0,10.95,13.57,4.79,12.30,13.24,5.18,17.76,1.24,0.44,0.00
string,4,0,0,18,0,12,1,0,0,0,5.47,0.00,0.00,31.64,0.00,15.53,0.89,0.00,0.00,0.00
